Medicine Name,Uses,
I Lax 20mg Capsule,Treatment of Acne,
Izra-L Capsule SR,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Insugen-N 100IU/ml Injection, Diabetes,
Imunotac 0.5 Capsule, Prevention of organ rejection in transplant patients,
Ibitra 100mg Capsule,Treatment of Fungal infections,
Isokon 20mg Capsule,Treatment of Acne,
Ibitret 10mg Soft Gelatin Capsule,Treatment of Acne,
Insugen-N 100IU/ml Refil Injection, Diabetes,
Inditel MX 50 Tablet ER,Treatment of Hypertension (high blood pressure),
Itra RD 200 Capsule,Treatment of Fungal infections,
Iconac Spt Tablet, Pain relief,
IZ K Lotion,Treatment of Fungal skin infectionsTreatment of Dandruff,
Itrastar 100mg Capsule,Treatment of Fungal infections,
Itracat 200 Capsule,Treatment of Fungal infections,
Iversafe Cream, RosaceaTreatment of Parasitic infections,
Imulast 200mg Tablet,Treatment of Rheumatoid arthritisTreatment of Systemic lupus erythematosus (SLE)Treatment of Type 2 diabetes mellitus,
Iphytoral 100mg Capsule,Treatment of Fungal infections,
Itrafung 100 Capsule,Treatment of Fungal infections,
Ibitra 200mg Capsule,Treatment of Fungal infections,
Instaflex Nano Gel, Pain relief,
Ibflux Oral Solution,Treatment of ConstipationTreatment of Hepatic encephalopathy,
Itgo-MT Cream,Treatment of Fungal skin infections,
Isokon 10mg Capsule,Treatment of Acne,
Itriben 100mg Tablet,Treatment of Fungal infections,
Insuman Basal 40IU/ml Injection, Diabetes,
Intadine Solution,Treatment and prevention of Wound infection,
Itranext Capsule,Treatment of Fungal infections,
Induz Capsule,Treatment of Breast cancerTreatment of Infertility due to anovulation,
Irimist V Eye Drop, Dry eyes,
Itraderm DS Capsule,Treatment of Fungal infections,
Instigo-D Tablet,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Ilosure 6mg Tablet, Schizophrenia Mania,
Ismet 500mg Tablet,Treatment of Type 2 diabetes mellitus,
Ismet 500mg Tablet,Treatment of Type 2 diabetes mellitus,
Itraclar 200 Capsule,Treatment of Fungal infections,
Itrostred 100 Capsule,Treatment of Fungal infections,
Iversafe Lotion, RosaceaTreatment of Parasitic infections,
Itorate Capsule,Treatment of Fungal infections,
Isoperio 10mg Capsule,Treatment of Acne,
Inovas F Tablet,Treatment of High cholesterolPrevention of Heart attack,
Itracutis  100 Capsule,Treatment of Fungal infections,
Intalon  Liquid,Treatment of Wound infection,
Instacam Mouth Gel,Treatment of Mouth ulcers,
Itgo-O2 Tablet,Treatment of Bacterial & parasitic infections,
Itgo 50DT Tablet,Treatment of Fungal infections,
Ibithral 500mg Tablet,Treatment of Bacterial infections,
Itriben 200 Capsule,Treatment of Fungal infections,
Itracoe 400 SR Tablet,Treatment of Fungal infections,
Isofeel 0.1 Gel,Treatment of Acne Acute promyelocytic leukaemia,
Itraderm Capsule,Treatment of Fungal infections,
Ivables 7.5 Tablet,Treatment of Angina (heart-related chest pain)Treatment of Heart failure,
Itratuf Capsule,Treatment of Fungal infections,
Isopil 5 Tablet,Treatment of Acne,
Ibgliptin 20 Tablet,Treatment of Type 2 diabetes mellitus,
Intalon  Liquid,Treatment of Wound infection,
Itracyp 200mg Capsule,Treatment of Fungal infections,
Itsbest 200 Capsule,Treatment of Fungal infections,
Junior Lanzol 15mg Tablet DT,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Janumet 50mg/500mg Tablet,Treatment of Type 2 diabetes mellitus,
Jardiance 25mg Tablet,Treatment of Type 2 diabetes mellitus,
Jalra-M  50mg/500mg Tablet,Treatment of Type 2 diabetes mellitus,
Just Tears Eye Drop,Treatment of Dry eyes,
Januvia 100mg Tablet,Treatment of Type 2 diabetes mellitus,
Janumet 50mg/1000mg Tablet,Treatment of Type 2 diabetes mellitus,
Jardiance 10mg Tablet,Treatment of Type 2 diabetes mellitus,
Jalra 50mg Tablet,Treatment of Type 2 diabetes mellitus,
Junior Lanzol 30mg Tablet DT,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease,
Jointace DN Tablet, Osteoarthritis,
Januvia 50mg Tablet,Treatment of Type 2 diabetes mellitus,
Janumet XR CP Tablet,Treatment of Type 2 diabetes mellitus,
Jardiance Met 12.5mg/500mg Tablet,Treatment of Type 2 diabetes mellitus,
Jectocos Plus Injection 1.5ml, Iron deficiency anemia Anemia due to chronic kidney disease,
Jupiros 10 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Juvobin 40 Injection,Treatment of Anemia due to chronic kidney diseaseTreatment of Anemia due to cancer chemotherapy,
Jalra-M  50mg/1000mg Tablet,Treatment of Type 2 diabetes mellitus,
Jupiros-F Tablet,Treatment of High cholesterolPrevention of Heart attack,
Jardiance Met 12.5mg/1000mg Tablet,Treatment of Type 2 diabetes mellitus,
Jointace OD Tablet, Osteoarthritis,
Jilazo Solution for Injection, Iron deficiency anemia,
Justin 12.5mg Suppository, Pain relief,
Just Tears Liquigel,Treatment of Dry eyes,
Jenvac Vaccine, Prevention of Japanese Encephalitis,
Jointace-DN Super Tablet, Osteoarthritis,
Julax 10mg Tablet,Treatment of Constipation,
Jectocos 50mg Injection, Iron deficiency anemia,
Juliana Tablet, Contraception,
Jupiros Gold 10 Capsule, Heart attack,
Jubira 10 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Joincerin M  Tablet, Osteoarthritis,
Jupiros 20 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Joykem ODT 50 Tablet, Schizophrenia,
Junior Cipeg Powder for Oral Solution, Constipation Intestine preparation before any surgery,
Jupiros 5 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Jalra-M  50mg/850mg Tablet,Treatment of Type 2 diabetes mellitus,
Joykem ODT 200 Tablet, Schizophrenia,
Justin 25mg Suppository, Pain relief,
Januvia 25mg Tablet,Treatment of Type 2 diabetes mellitus,
Joten M Tablet,Treatment of Type 2 diabetes mellitus,
Jupicid DSR 30mg/40mg Capsule,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Functional dyspepsia,
Jubiglim Trio 2 Tablet PR,Treatment of Type 2 diabetes mellitus,
Jimlig 100 Capsule,Treatment of Fungal infections,
Jubiglim M 2 Tablet PR,Treatment of Type 2 diabetes mellitus,
Jonac Gel, Pain relief,
Joten 20mg Tablet,Treatment of Type 2 diabetes mellitus,
Justaday Capsule, Pain relief,
Jubiglim MV 2 Tablet SR,Treatment of Type 2 diabetes mellitus,
Jubira F 5 Tablet,Treatment of High cholesterolPrevention of Heart attack,
Jubiflam Plus Tablet, Pain relief,
Jubira 5 Tablet,Treatment of High cholesterol Prevention of heart attack and stroke,
Joykem ODT 400mg Tablet, Schizophrenia,
J-Ring M Forte Tablet ER,Treatment of Type 2 diabetes mellitus,
Joxcy 500mg Tablet,Treatment of Bacterial infections,
Jotair L Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Hay feverTreatment of Allergic skin conditions,
Joykem ODT 300 Tablet, Schizophrenia,
Joyneca Anti fungal Soap, Fungal skin infections,
Jidox 200mg Tablet,Treatment of Bacterial infections,
Joyace Nano Gel 2X, Pain relief,
Jifon 200 Tablet,Treatment of Bacterial infections,
Joypride 400mg Tablet, Schizophrenia,
Jufate O 1000 mg/20 mg Suspension Sugar Free,Treatment of AcidityTreatment of HeartburnTreatment of Stomach ulcers,
Januric SR 250 Tablet,Treatment of Gout,
Jufate O 1000 mg/20 mg Suspension,Treatment of AcidityTreatment of HeartburnTreatment of Stomach ulcers,
Ketoscalp Shampoo from Leeford for Antifungal Infections,Treatment of Dandruff,
Ketostar Cream, Fungal skin infections,
Kidpred Syrup,Treatment of Inflammatory conditionsTreatment of Autoimmune conditionsTreatment of Severe allergic reactionsTreatment of Allergic conditionsTreatment of Rheumatic disorderTreatment of Skin disordersTreatment of Eye disordersTreatment of Nephrotic syndrome,
Ketoflam-P Tablet, Pain relief,
Keto Cream, Fungal skin infections,
Ketostar Soap, Dandruff,
Ketofly Soap from Leeford for Skin Infections, Fungal skin infections,
Kutub 30 X Tablet,Treatment of Premature ejaculation,
Keralin Ointment,Treatment of Psoriasis,
Kufril LS Drop,Acute Sore throatTreatment of Cough with mucus,
Ketanov 10mg Tablet, Pain relief,
Ketocip 2% Shampoo from Cipla for Antifungal Infections,Treatment of Fungal infections,
Kefpod CV 200 Tablet,Treatment of Respiratory tract infection,
Kinpride Tablet, Gastroesophageal reflux disease (Acid reflux) Indigestion,
Ketostar Anti Dandruff Lotion,Treatment of Fungal skin infectionsTreatment of Dandruff,
K-Trip Forte Tablet, Pain reliefTreatment of Swelling,
KZ Plus Lotion,Treatment of Fungal skin infectionsTreatment of Dandruff,
K-Glim-M 1mg Tablet PR,Treatment of Type 2 diabetes mellitus,
Kefpod 200mg Tablet,Treatment of Bacterial infections,
Ketorol Injection, Pain relief,
Ketasma Tablet,Prevention of Asthma,
Kineto-DP Capsule, Pain relief,
Kofarest-PD Drop,Acute Sore throatTreatment of Cough with mucus,
K20 Soap, Fungal skin infections,
Keto-B Lotion,Treatment of Fungal skin infections,
Keto-AZ Lotion,Treatment of Fungal skin infectionsTreatment of Dandruff,
Keppra 500mg Tablet,Treatment of Epilepsy/Seizures,
K-Stat 500mg Tablet, Bleeding,
Ketanov Injection, Pain relief,
Ketocip Tablet, Fungal infections,
Kinetozyme Tablet, Pain relief,
K-Glim-M 2mg Tablet PR,Treatment of Type 2 diabetes mellitus,
Kevon Lotion, Fungal skin infections,
Kevon Lotion, Fungal skin infections,
Ketanov DT 10mg Tablet, Pain relief,
Ketoplast Plaster, Pain relief,
Kenozole Cream, Fungal skin infections,
Ketoalfa  Tablet,Treatment of Chronic kidney disease,
Kenacort 10mg Injection,Treatment of Rheumatoid arthritisTreatment of Osteoarthritis,
Keto Soap, Fungal skin infections,
K-Cit Oral Solution,Treatment of Kidney stone,
Ketomar  Ophthalmic Solution,Treatment of Post-operative eye pain and inflammation,
Kofarest-LS Syrup,Treatment of Cough with mucus,
Korandil 10 Tablet,Treatment of Angina (heart-related chest pain),
Konaz Antifungal Cream, Fungal skin infections,
Kofarest Syrup, Cough with mucus,
Kenz Soap, Fungal skin infections,
Katadol Capsule, Pain relief,
Kitmox  Eye Drop,Treatment of Bacterial eye infections,
KLM-D3 Nano Drops,Treatment of Vitamin D deficiencyTreatment of Osteoporosis,
KLM-FX 180 Tablet,Treatment of Sneezing and runny nose due to allergiesTreatment of Allergic conditions,
Kineto Forte Tablet, Pain relief Swelling,
K-Gem Tablet,Treatment of Type 2 diabetes mellitus,
Konaz -CT Lotion,Treatment of Dandruff,
Ktc Medicated Shampoo,Treatment of Dandruff,
K-Ion 10mg Tablet,Treatment of Angina (heart-related chest pain),
Kimet XL 25 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Keto Gold Soap, Fungal skin infections,
KZ-XL Cream, Fungal skin infections,
Kenz Lotion, Fungal skin infections,
Keto SZ Hair Wash,Treatment of Dandruff,
Kufril D Syrup,Treatment of Dry cough,
K-Cor 10 Tablet,Treatment of Angina (heart-related chest pain),
K-Glim 1mg Tablet,Treatment of Type 2 diabetes mellitus,
Kerashine-F  Tablet, Hair loss,
Ketoflox Ophthalmic Solution,Treatment of Eye infection,
K-Pio-Gm Tablet ER,Treatment of Type 2 diabetes mellitus,
KZ Dusting Powder, Fungal skin infections,
Ketograce Tablet,Treatment of Chronic kidney disease,
Kera XL M Solution,Treatment of Hair loss,
Kelfer 500 Capsule,Treatment of Iron overload,
Ketorol Gel, Pain relief,
Ketofly 200mg Tablet, Fungal infections,
Ketonate Cream,Treatment of Skin infections,
K20 Cream, Fungal skin infections,
Kefpod Suspension Orange,Treatment of Bacterial infections,
Kinetozyme-D Tablet, Pain relief,
Ketoflam T 4 Tablet, Pain due to muscle spasm,
Kitmox-LD  Opthalmic Suspension,Treatment of Eye infection with inflammation,
Kipnol TR 40 Capsule,Treatment of PheochromocytomaTreatment of Hypertension (high blood pressure) Prevention of migraineTreatment of AnxietyTreatment of ArrhythmiaPrevention of Heart attackPrevention of Angina (heart-related chest pain)Treatment of Tremors,
Keppra 100mg Syrup,Treatment of Epilepsy/Seizures,
Kneejoint Care Tablet, Osteoarthritis,
Kinpride SR Tablet, Gastroesophageal reflux disease (Acid reflux) Indigestion,
Kofarest Drop,Treatment of Cough with mucusTreatment of Acute Sore throatTreatment of Respiratory tract disorders associated with viscid mucus,
Ktc Soap, Dandruff,
Kidodent Mouth Wash Bubble Fruit,Treatment of Dental cavities,
Kenz Tablet, Fungal infections,
Kojiplus-TX Cream, Melasma,
Kenozole Shampoo,Treatment of Dandruff,
Ketoneph Tablet,Treatment of Chronic kidney disease,
Keto Dusting Powder, Fungal skin infections,
Ketoflam SR Tablet, Pain relief,
Ketodel Tablet,Treatment of Chronic kidney disease,
Ketafung CT Lotion,Treatment of Dandruff,
Kosat Syrup Alcohol &amp; Sugar Free, Cough,
Ketonext CT Shampoo,Treatment of Dandruff,
Ketafung-Z Plus Lotion,Treatment of Fungal skin infectionsTreatment of Dandruff,
Klm Klin  Soap, Skin infections,
K-Stat-ET Tablet, Heavy menstrual bleeding,
Kombiglyze  XR 5mg/1000mg Tablet,Treatment of Type 2 diabetes mellitus,
Kefpod O 200 mg/200 mg Tablet, Bacterial infections,
Kansel -DS Gel,Treatment of Fungal skin infections,
K-Pio-Gm 1mg Tablet ER,Treatment of Type 2 diabetes mellitus,
Kleangut Plus Oral Emulsion Peppermint, Constipation,
Kansel-B Cream,Treatment of Fungal skin infections,
Kiofiber Powder,Treatment of Constipation,
Kyrah Tablet, Contraception,
K2-Zole Soap, Fungal skin infections,
Keppra 250mg Tablet,Treatment of Epilepsy/Seizures,
Kimet XL 50 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Klean Tears Ultra Eye Drop,Treatment of Dry eyes,
Klinface-A Gel,Treatment of Acne,
Kinlax Oral Suspension Mint Sugar Free,Treatment of Constipation,
Keppra 750mg Tablet,Treatment of Epilepsy/Seizures,
K-Met 500mg Tablet PR,Treatment of Type 2 diabetes mellitus,
Kombiglyze  XR 5mg/500mg Tablet,Treatment of Type 2 diabetes mellitus,
Kansel -DS Lotion,Treatment of Fungal skin infections,
Ketamide Soap, Dandruff,
K2-Zole Solution, Fungal skin infections,
Ksan Tablet,Treatment of Nutritional deficiencies,
Ketovate Cream, Fungal skin infections,
K-Pio 15 Tablet,Treatment of Type 2 diabetes mellitus,
Kevon Tablet, Fungal infections,
Kanamac 1000 Injection, Bacterial infections Tuberculosis (TB),
Kilfat Tablet, Obesity,
Kofover Expectorant Raspberry Strawberry, Chronic obstructive pulmonary disease (COPD),
Ketafung Cream, Fungal skin infections,
Ketograce Sachet,Treatment of Chronic kidney disease,
Keto Cream, Fungal skin infections,
Klox-D 500 Capsule, Bacterial infections,
Ktl-Plus Eye Drops,Treatment of Eye infection,
Keto Lotion, Fungal skin infections,
Kanamac 750 Injection, Bacterial infections Tuberculosis (TB),
Keppra 1000mg Tablet,Treatment of Epilepsy/Seizures,
Kerashine-CT Anti-Dandruff Lotion,Treatment of Dandruff,
Ketol DT Tablet, Pain relief,
K-Glim 2mg Tablet,Treatment of Type 2 diabetes mellitus,
Kchek 15gm Sachet,Treatment of Increased potassium levels in blood,
Kitnor Shampoo,Treatment of Dandruff,
Kelvin 500mg Tablet, Pain reliefTreatment of Fever,
Keto-B Lotion,Treatment of Fungal skin infections,
Ketafung Lotion, Fungal skin infections,
K-Glim-M Forte 1mg Tablet PR,Treatment of Type 2 diabetes mellitus,
Ketofast Shampoo,Treatment of Dandruff,
Kevon Cream, Fungal skin infections,
Ketzz 2% Cream, Fungal skin infections,
Ketar Scalp Solution,Treatment of Dandruff,
Kevon Zip Hair Conditioner,Treatment of Dandruff,
Ketonext Shampoo,Treatment of Fungal infections,
Kevon Zip Hair Conditioner,Treatment of Dandruff,
Ketotreat Tablet,Treatment of Chronic kidney disease,
Ketobact Cream, Fungal skin infections,
Kimet XL 12.5 Tablet,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of Migraine,
Ketol-Z Lotion,Treatment of Fungal skin infectionsTreatment of Dandruff,
Klarim 250mg Tablet,Treatment of Bacterial infections,
Ketofine Cream, Fungal skin infections,
Ketofast Soap, Fungal skin infections,
Kanamac 500 Injection, Bacterial infections Tuberculosis (TB),
Kurazol Shampoo,Treatment of Fungal infections,
Kamrab Injection, Prevention of Rabies,
Ktl  Eye Drop,Treatment of Dry eyes,
Kozol Lotion, Fungal skin infections,
Ketonext AF Lotion, Fungal skin infections,
Kitnor Soap, Fungal skin infections,
Ketofine-B Cream,Treatment of Fungal skin infections,
